date,symbol,open,close,Volume USDT,up/down
24/05/2022 14:00,BTC/USDT,28947.2,29058.4,1718289942,up
24/05/2022 13:00,BTC/USDT,29241.4,28947.3,893706203.6,down
24/05/2022 12:00,BTC/USDT,29280.3,29241.3,339271152.7,down
24/05/2022 11:00,BTC/USDT,29329.8,29280.4,325255925.3,down
24/05/2022 10:00,BTC/USDT,29331.5,29329.8,238005600.1,down
24/05/2022 9:00,BTC/USDT,29146.5,29331.6,415800412.2,up
24/05/2022 8:00,BTC/USDT,29387.3,29146.4,317031833.8,down
24/05/2022 7:00,BTC/USDT,29327.1,29387.3,184212211,up
24/05/2022 6:00,BTC/USDT,29332.8,29327,226608106,down
24/05/2022 5:00,BTC/USDT,29349.7,29332.8,186810831.2,down
24/05/2022 4:00,BTC/USDT,29288.1,29349.8,348565661.7,up
24/05/2022 3:00,BTC/USDT,29251.6,29288.2,169049763.8,up
24/05/2022 2:00,BTC/USDT,29207.9,29251.6,224095228.9,up
24/05/2022 1:00,BTC/USDT,29135.9,29207.8,222900452.6,up
24/05/2022 0:00,BTC/USDT,29097.8,29136,332696136.8,up
23/05/2022 23:00,BTC/USDT,29190.7,29097.7,629847685.4,down
23/05/2022 22:00,BTC/USDT,29329.9,29190.6,596396091.7,down
23/05/2022 21:00,BTC/USDT,29320,29329.8,327003004.2,up
23/05/2022 20:00,BTC/USDT,29062.6,29320.1,968436104,up
23/05/2022 19:00,BTC/USDT,29866.1,29062.8,1960436069,down
23/05/2022 18:00,BTC/USDT,30088.4,29866.1,634036115.5,down
23/05/2022 17:00,BTC/USDT,30249.1,30088.4,662309040,down
23/05/2022 16:00,BTC/USDT,30358.8,30249.1,521941588.7,down
23/05/2022 15:00,BTC/USDT,30246.1,30358.8,568510854,up
23/05/2022 14:00,BTC/USDT,30310.8,30246.2,1349288651,down
23/05/2022 13:00,BTC/USDT,30383.5,30310.9,1237668020,down
23/05/2022 12:00,BTC/USDT,30393.8,30383.6,480709149,down
23/05/2022 11:00,BTC/USDT,30479.4,30393.8,465089181.7,down
23/05/2022 10:00,BTC/USDT,30433,30479.4,341041466.3,up
23/05/2022 9:00,BTC/USDT,30340.4,30433,412746394,up
23/05/2022 8:00,BTC/USDT,30446.8,30340.4,465733291.9,down
23/05/2022 7:00,BTC/USDT,30472.6,30446.7,517529151.3,down
23/05/2022 6:00,BTC/USDT,30295.9,30472.5,701484970.2,up
23/05/2022 5:00,BTC/USDT,30117.8,30295.9,218814812.4,up
23/05/2022 4:00,BTC/USDT,30165.2,30117.8,188990674,down
23/05/2022 3:00,BTC/USDT,30118.5,30165.3,181753089.4,up
23/05/2022 2:00,BTC/USDT,30212.3,30118.6,246605344.1,down
23/05/2022 1:00,BTC/USDT,30267.2,30212.4,172488290.6,down
23/05/2022 0:00,BTC/USDT,30284,30267.3,410601804.2,down
22/05/2022 23:00,BTC/USDT,30266.1,30284,321031574.3,up
22/05/2022 22:00,BTC/USDT,30008.2,30267.3,688073515,up
22/05/2022 21:00,BTC/USDT,29935.2,30008.3,186400109.7,up
22/05/2022 20:00,BTC/USDT,29932.7,29935.1,156784812.7,up
22/05/2022 19:00,BTC/USDT,30026.2,29932.7,174629141.8,down
22/05/2022 18:00,BTC/USDT,29922.3,30026.1,237496380.2,up
22/05/2022 17:00,BTC/USDT,29916.5,29922.4,558629803.8,up
22/05/2022 16:00,BTC/USDT,29834.8,29916.5,286475245.8,up
22/05/2022 15:00,BTC/USDT,29963.8,29834.8,598527930.1,down
22/05/2022 14:00,BTC/USDT,30077.7,29963.7,445360498.8,down
22/05/2022 13:00,BTC/USDT,30163,30077.6,340071143.7,down
22/05/2022 12:00,BTC/USDT,29891.1,30163,571082514.2,up
22/05/2022 11:00,BTC/USDT,30183.2,29891.1,926373371.3,down
22/05/2022 10:00,BTC/USDT,30132.5,30183.1,880993732,up
22/05/2022 9:00,BTC/USDT,29541.8,30132.5,1059084585,up
22/05/2022 8:00,BTC/USDT,29430.1,29541.8,338739815.9,up
22/05/2022 7:00,BTC/USDT,29390.9,29430.1,133362822.7,up
22/05/2022 6:00,BTC/USDT,29355.7,29390.9,74390527.2,up
22/05/2022 5:00,BTC/USDT,29270.2,29355.8,149347715.1,up
22/05/2022 4:00,BTC/USDT,29343.8,29270.2,196707956.5,down
22/05/2022 3:00,BTC/USDT,29380.5,29343.9,184856357.2,down
22/05/2022 2:00,BTC/USDT,29487.6,29380.6,162190824.8,down
22/05/2022 1:00,BTC/USDT,29455.4,29487.7,100254616.6,up
22/05/2022 0:00,BTC/USDT,29427.4,29455.3,121313262.4,up
21/05/2022 23:00,BTC/USDT,29396,29427.4,164749129.1,up
21/05/2022 22:00,BTC/USDT,29341.3,29396.1,142193997.9,up
21/05/2022 21:00,BTC/USDT,29421.4,29341.3,122824494.8,down
21/05/2022 20:00,BTC/USDT,29452.2,29421.4,174516735,down
21/05/2022 19:00,BTC/USDT,29464.3,29452.2,192598429.4,down
21/05/2022 18:00,BTC/USDT,29393.9,29464.4,132931338.5,up
21/05/2022 17:00,BTC/USDT,29548.4,29393.9,297161664.2,down
21/05/2022 16:00,BTC/USDT,29531.4,29548.5,400401939.6,up
21/05/2022 15:00,BTC/USDT,29388.8,29531.5,641469863.6,up
21/05/2022 14:00,BTC/USDT,29294.2,29388.8,377822105.2,up
21/05/2022 13:00,BTC/USDT,29275.1,29294.2,176164055.5,up
21/05/2022 12:00,BTC/USDT,29271.9,29275.1,278307218.7,up
21/05/2022 11:00,BTC/USDT,29284.6,29272,243325946.4,down
21/05/2022 10:00,BTC/USDT,29327.1,29284.7,324711304.6,down
21/05/2022 9:00,BTC/USDT,29363.1,29327.1,222813288.5,down
21/05/2022 8:00,BTC/USDT,29411.1,29363.2,240973263.1,down
21/05/2022 7:00,BTC/USDT,29343.4,29411.1,429269863.3,up
21/05/2022 6:00,BTC/USDT,29266.3,29343.4,204328349.5,up
21/05/2022 5:00,BTC/USDT,29239.9,29267.1,151837229.9,up
21/05/2022 4:00,BTC/USDT,29246.7,29239.9,101141702.9,down
21/05/2022 3:00,BTC/USDT,29210.7,29246.8,146421099.7,up
21/05/2022 2:00,BTC/USDT,29135.1,29210.7,198307297.6,up
21/05/2022 1:00,BTC/USDT,29260.1,29135.2,370724712.6,down
21/05/2022 0:00,BTC/USDT,29188.9,29260,216835712.5,up
20/05/2022 23:00,BTC/USDT,29136.4,29188.9,319016252.5,up
20/05/2022 22:00,BTC/USDT,29171.3,29136.4,202418790.2,down
20/05/2022 21:00,BTC/USDT,29129,29171.3,191406448.2,up
20/05/2022 20:00,BTC/USDT,29269.5,29129.1,402910567.7,down
20/05/2022 19:00,BTC/USDT,28990.1,29271.7,789287896.9,up
20/05/2022 18:00,BTC/USDT,28945.8,28990.1,475641650.6,up
20/05/2022 17:00,BTC/USDT,28885.8,28945.9,848855523.2,up
20/05/2022 16:00,BTC/USDT,29141.4,28885.8,1527817514,down
20/05/2022 15:00,BTC/USDT,29485.7,29142,1623651799,down
20/05/2022 14:00,BTC/USDT,30355.3,29485.7,1657050725,down
20/05/2022 13:00,BTC/USDT,30247,30357,783290404.3,up
20/05/2022 12:00,BTC/USDT,30412.4,30247.1,487811314.9,down
20/05/2022 11:00,BTC/USDT,30414,30412.5,566360116.2,down
20/05/2022 10:00,BTC/USDT,30293.8,30414.2,318737835.3,up
20/05/2022 9:00,BTC/USDT,30175.8,30293.8,381125824.5,up
20/05/2022 8:00,BTC/USDT,30251.6,30175.7,434374833.1,down
20/05/2022 7:00,BTC/USDT,29999.3,30251.5,566939909.4,up
20/05/2022 6:00,BTC/USDT,30178.5,29999.2,505467315.9,down
20/05/2022 5:00,BTC/USDT,30094.1,30178.5,219121305.9,up
20/05/2022 4:00,BTC/USDT,30172.5,30094.1,329883717.2,down
20/05/2022 3:00,BTC/USDT,30328,30172.6,246728112.9,down
20/05/2022 2:00,BTC/USDT,30471.3,30328,338458341.2,down
20/05/2022 1:00,BTC/USDT,30262.4,30471.4,902054864.4,up
20/05/2022 0:00,BTC/USDT,30319.9,30262.5,291051519.1,down
19/05/2022 23:00,BTC/USDT,30181.9,30319.9,336899387,up
19/05/2022 22:00,BTC/USDT,30274.6,30182,233000067.9,down
19/05/2022 21:00,BTC/USDT,30259.8,30274.7,417103640.2,up
19/05/2022 20:00,BTC/USDT,29959.3,30257.8,261305805.3,up
19/05/2022 19:00,BTC/USDT,30220.2,29959.2,396741974.5,down
19/05/2022 18:00,BTC/USDT,30180,30220.1,484992245.1,up
19/05/2022 17:00,BTC/USDT,30150,30180,671598144.4,up
19/05/2022 16:00,BTC/USDT,30386.4,30149.9,962883602.1,down
19/05/2022 15:00,BTC/USDT,29853.4,30386.4,1723718688,up
19/05/2022 14:00,BTC/USDT,29508,29852.9,1007406738,up
19/05/2022 13:00,BTC/USDT,29482.2,29507.6,1113364304,up
19/05/2022 12:00,BTC/USDT,29482.2,29482.2,764037381.3,down
19/05/2022 11:00,BTC/USDT,29190,29482.2,648704566,up
19/05/2022 10:00,BTC/USDT,28995.7,29189.9,541063900.8,up
19/05/2022 9:00,BTC/USDT,28958,28995.7,433849196.7,up
19/05/2022 8:00,BTC/USDT,29182,28957.9,347805410.6,down
19/05/2022 7:00,BTC/USDT,29306.3,29181.9,331561539,down
19/05/2022 6:00,BTC/USDT,29052.4,29307,399887470.7,up
19/05/2022 5:00,BTC/USDT,29083.1,29052.4,225473373.4,down
19/05/2022 4:00,BTC/USDT,29179.5,29083.2,230587828.7,down
19/05/2022 3:00,BTC/USDT,29160,29179.6,428779401.4,up
19/05/2022 2:00,BTC/USDT,28747.8,29160,653011864.4,up
19/05/2022 1:00,BTC/USDT,28899.4,28747.8,252400721.6,down
19/05/2022 0:00,BTC/USDT,28700.6,28899.3,446865023.5,up
18/05/2022 23:00,BTC/USDT,28957.3,28700.6,569668972.4,down
18/05/2022 22:00,BTC/USDT,29196.6,28957.3,503663385,down
18/05/2022 21:00,BTC/USDT,29218.2,29198.2,245651742,down
18/05/2022 20:00,BTC/USDT,29257.5,29218.1,422115022.2,down
18/05/2022 19:00,BTC/USDT,29186.6,29257.6,683421848.2,up
18/05/2022 18:00,BTC/USDT,28974.2,29186.5,526521089.1,up
18/05/2022 17:00,BTC/USDT,29208.4,28974.2,479721944.3,down
18/05/2022 16:00,BTC/USDT,28971.9,29208.3,1152516845,up
18/05/2022 15:00,BTC/USDT,29220,28971.9,905077295.8,down
18/05/2022 14:00,BTC/USDT,29338,29219.9,907872391.8,down
18/05/2022 13:00,BTC/USDT,29529.6,29338.1,1070400183,down
18/05/2022 12:00,BTC/USDT,29818.1,29529.7,673991388.7,down
18/05/2022 11:00,BTC/USDT,29939.9,29818.1,328968592.3,down
18/05/2022 10:00,BTC/USDT,29944.4,29940,304034156.8,down
18/05/2022 9:00,BTC/USDT,29861,29944.3,340793201.6,up
18/05/2022 8:00,BTC/USDT,29893.7,29861,311409109,down
18/05/2022 7:00,BTC/USDT,29725.4,29893.7,356518136.4,up
18/05/2022 6:00,BTC/USDT,30017.9,29725.4,414533344.8,down
18/05/2022 5:00,BTC/USDT,29809.5,30017.9,352896434,up
18/05/2022 4:00,BTC/USDT,29815.3,29809.5,352320055.6,down
18/05/2022 3:00,BTC/USDT,30204.8,29815.2,638868326.1,down
18/05/2022 2:00,BTC/USDT,30115.3,30204.8,219740585.5,up
18/05/2022 1:00,BTC/USDT,30490.6,30115.3,414408672.9,down
18/05/2022 0:00,BTC/USDT,30437,30490.5,396788564,up
17/05/2022 23:00,BTC/USDT,30333.2,30437,292803697,up
17/05/2022 22:00,BTC/USDT,30530.5,30333.2,320241002.2,down
17/05/2022 21:00,BTC/USDT,30095,30530.6,418461573.9,up
17/05/2022 20:00,BTC/USDT,30081.2,30095,244057468.8,up
17/05/2022 19:00,BTC/USDT,29826.5,30081.2,781800694.5,up
17/05/2022 18:00,BTC/USDT,30067.9,29828.8,1439652157,down
17/05/2022 17:00,BTC/USDT,30129,30067.8,409782756.6,down
17/05/2022 16:00,BTC/USDT,30130.7,30129,576302829.2,down
17/05/2022 15:00,BTC/USDT,30052.8,30130.7,643901254.4,up
17/05/2022 14:00,BTC/USDT,30502.5,30052.8,962141914.6,down
17/05/2022 13:00,BTC/USDT,30576.1,30502.4,714963450.3,down
17/05/2022 12:00,BTC/USDT,30302,30576.2,624766390.3,up
17/05/2022 11:00,BTC/USDT,30440,30302,530972007.8,down
17/05/2022 10:00,BTC/USDT,30625,30440,346166974.2,down
17/05/2022 9:00,BTC/USDT,30560,30625,326234446.9,up
17/05/2022 8:00,BTC/USDT,30394.2,30559.9,547952716.7,up
17/05/2022 7:00,BTC/USDT,30514.5,30394.3,352918532.6,down
17/05/2022 6:00,BTC/USDT,30445.6,30514.5,299750004.4,up
17/05/2022 5:00,BTC/USDT,30365.1,30445.6,272867184.3,up
17/05/2022 4:00,BTC/USDT,30341.6,30365.1,325499816.8,up
17/05/2022 3:00,BTC/USDT,30049.4,30341.6,645366268.1,up
17/05/2022 2:00,BTC/USDT,29980,30049.4,238938576,up
17/05/2022 1:00,BTC/USDT,30139.6,29979.9,380681823.8,down
17/05/2022 0:00,BTC/USDT,29866.4,30139.6,354343486.1,up
16/05/2022 23:00,BTC/USDT,30012.4,29866.7,347693742.1,down
16/05/2022 22:00,BTC/USDT,30162.5,30012.4,360961000.3,down
16/05/2022 21:00,BTC/USDT,29929.9,30162.5,509399245.9,up
16/05/2022 20:00,BTC/USDT,29564.3,29929.9,349158690.6,up
16/05/2022 19:00,BTC/USDT,29895.7,29564.3,447353493.9,down
16/05/2022 18:00,BTC/USDT,29714.9,29895.6,524784583,up
16/05/2022 17:00,BTC/USDT,29305.5,29715,642060797,up
16/05/2022 16:00,BTC/USDT,29663.1,29305.6,1143450156,down
16/05/2022 15:00,BTC/USDT,29470.2,29663.1,794009595.8,up
16/05/2022 14:00,BTC/USDT,29507,29469.6,704268141.8,down
16/05/2022 13:00,BTC/USDT,29876.1,29507,1162968956,down
16/05/2022 12:00,BTC/USDT,29939.6,29876.2,1303280605,down
16/05/2022 11:00,BTC/USDT,30161.9,29937.5,539842410.1,down
16/05/2022 10:00,BTC/USDT,29595.7,30161.8,775680759.7,up
16/05/2022 9:00,BTC/USDT,29782,29595.7,613266642.4,down
16/05/2022 8:00,BTC/USDT,29572.7,29782,502130031.4,up
16/05/2022 7:00,BTC/USDT,29557.4,29572.8,673489316.7,up
16/05/2022 6:00,BTC/USDT,30279.9,29557.4,1260272717,down
16/05/2022 5:00,BTC/USDT,30313.4,30280,276670513.4,down
16/05/2022 4:00,BTC/USDT,30314.9,30313.9,500682817.7,down
16/05/2022 3:00,BTC/USDT,30489.7,30315,362733081.3,down
16/05/2022 2:00,BTC/USDT,30768.6,30489.7,504256294.4,down
16/05/2022 1:00,BTC/USDT,31105,30768.6,512304870.7,down
16/05/2022 0:00,BTC/USDT,31324.3,31105,337605738.4,down
15/05/2022 23:00,BTC/USDT,31087.7,31324.4,356954308.8,up
15/05/2022 22:00,BTC/USDT,31065.4,31087.8,668652026.8,up
15/05/2022 21:00,BTC/USDT,31056.1,31065.3,464438734.1,up
15/05/2022 20:00,BTC/USDT,30452.1,31056,1081964587,up
15/05/2022 19:00,BTC/USDT,30305.3,30452.2,292447442.7,up
15/05/2022 18:00,BTC/USDT,29979,30305.2,437860692.3,up
15/05/2022 17:00,BTC/USDT,30202.9,29978.9,335516959.1,down
15/05/2022 16:00,BTC/USDT,30003.4,30202.9,411491685.2,up
15/05/2022 15:00,BTC/USDT,29958.5,30003.5,441180167.5,up
15/05/2022 14:00,BTC/USDT,30173.1,29958.6,600246007.5,down
15/05/2022 13:00,BTC/USDT,30299.6,30173,450804851.3,down
15/05/2022 12:00,BTC/USDT,30225.9,30297.4,826261756.1,up
15/05/2022 11:00,BTC/USDT,29934.3,30224.8,690940617.2,up
15/05/2022 10:00,BTC/USDT,29741.9,29932.9,323143723.5,up
15/05/2022 9:00,BTC/USDT,29579.4,29741.9,213953540.9,up
15/05/2022 8:00,BTC/USDT,29811.5,29577.5,305729353.5,down
15/05/2022 7:00,BTC/USDT,29951.4,29811.6,338496524.6,down
15/05/2022 6:00,BTC/USDT,29783.9,29951.3,301797496.6,up
15/05/2022 5:00,BTC/USDT,29607.4,29784,251726409.7,up
15/05/2022 4:00,BTC/USDT,29716,29607.5,234277846.6,down
15/05/2022 3:00,BTC/USDT,29841.2,29715.9,261328123.2,down
15/05/2022 2:00,BTC/USDT,29925.8,29841.1,302820979.9,down
15/05/2022 1:00,BTC/USDT,29949.7,29925.8,250864904.5,down
15/05/2022 0:00,BTC/USDT,30079.5,29949.7,346158757.5,down
14/05/2022 23:00,BTC/USDT,30223.3,30079.8,451299823.4,down
14/05/2022 22:00,BTC/USDT,29690,30223.3,515625417.1,up
14/05/2022 21:00,BTC/USDT,29366.6,29690,267527645.3,up
14/05/2022 20:00,BTC/USDT,29325.8,29366.7,276384400.6,up
14/05/2022 19:00,BTC/USDT,29517.8,29325.8,348287782.3,down
14/05/2022 18:00,BTC/USDT,29600,29517.8,625865061.4,down
14/05/2022 17:00,BTC/USDT,29335.3,29600,552329125.1,up
14/05/2022 16:00,BTC/USDT,28812.5,29335.4,950420454.4,up
14/05/2022 15:00,BTC/USDT,28930.1,28812.6,373369713.3,down
14/05/2022 14:00,BTC/USDT,28827.9,28930.1,462836282.1,up
14/05/2022 13:00,BTC/USDT,29091.4,28827.2,469953434.6,down
14/05/2022 12:00,BTC/USDT,29065.3,29091.4,345931369.1,up
14/05/2022 11:00,BTC/USDT,29313.6,29065,816640163.6,down
14/05/2022 10:00,BTC/USDT,29482.5,29313.5,255469325.5,down
14/05/2022 9:00,BTC/USDT,29521.5,29482.5,233917116.8,down
14/05/2022 8:00,BTC/USDT,29414,29521.6,230625805.6,up
14/05/2022 7:00,BTC/USDT,29494.8,29414.1,169166513.2,down
14/05/2022 6:00,BTC/USDT,29439.3,29494.8,199332776.2,up
14/05/2022 5:00,BTC/USDT,29344,29439.4,231870113.1,up
14/05/2022 4:00,BTC/USDT,29563.4,29344,313245007.7,down
14/05/2022 3:00,BTC/USDT,29514.7,29563.4,187592614.3,up
14/05/2022 2:00,BTC/USDT,29692.6,29514.7,258629204.1,down
14/05/2022 1:00,BTC/USDT,29493,29692.6,328293938.5,up
14/05/2022 0:00,BTC/USDT,29274.2,29493.1,409010597.9,up
13/05/2022 23:00,BTC/USDT,29802.9,29274.3,649790548.7,down
13/05/2022 22:00,BTC/USDT,30028,29802.9,262174796.5,down
13/05/2022 21:00,BTC/USDT,29790.4,30028,223270557,up
13/05/2022 20:00,BTC/USDT,30076,29790.5,318110536.7,down
13/05/2022 19:00,BTC/USDT,30117.7,30076,434645924.9,down
13/05/2022 18:00,BTC/USDT,29588.6,30117.7,962566100.1,up
13/05/2022 17:00,BTC/USDT,29931,29588.6,769004577.6,down
13/05/2022 16:00,BTC/USDT,30327.5,29931,1087932437,down
13/05/2022 15:00,BTC/USDT,30678.4,30327.4,606595834,down
13/05/2022 14:00,BTC/USDT,30740.9,30678.3,845832907.7,down
13/05/2022 13:00,BTC/USDT,30697.3,30740.9,910752401.9,up
13/05/2022 12:00,BTC/USDT,30652.1,30697.3,558792042.4,up
13/05/2022 11:00,BTC/USDT,30464.7,30650.5,523823093,up
13/05/2022 10:00,BTC/USDT,30431.5,30464.7,461051241.3,up
13/05/2022 9:00,BTC/USDT,30324.4,30431.5,606386040.8,up
13/05/2022 8:00,BTC/USDT,30172.4,30324.5,471616317.9,up
13/05/2022 7:00,BTC/USDT,30377.8,30172.3,489643879.6,down
13/05/2022 6:00,BTC/USDT,30520,30377.7,483653894,down
13/05/2022 5:00,BTC/USDT,30453.8,30519.9,900401106.3,up
13/05/2022 4:00,BTC/USDT,30564.4,30453.8,462890857.3,down
13/05/2022 3:00,BTC/USDT,30130.5,30564.3,1066382024,up
13/05/2022 2:00,BTC/USDT,29506.5,30130.6,937258519.3,up
13/05/2022 1:00,BTC/USDT,29524.2,29506.5,592611801.9,down
13/05/2022 0:00,BTC/USDT,29020.8,29524.3,696253204.9,up
12/05/2022 23:00,BTC/USDT,28815.8,29020.7,606908466.5,up
12/05/2022 22:00,BTC/USDT,28429.4,28815.8,473003418.8,up
12/05/2022 21:00,BTC/USDT,28598.9,28429.7,536887318.4,down
12/05/2022 20:00,BTC/USDT,28622.2,28598.8,354803448.4,down
12/05/2022 19:00,BTC/USDT,28334.6,28622.7,674747629.2,up
12/05/2022 18:00,BTC/USDT,28634.3,28334.6,778692305.5,down
12/05/2022 17:00,BTC/USDT,29689.3,28634.2,1187031756,down
12/05/2022 16:00,BTC/USDT,29015,29690.8,1445113125,up
12/05/2022 15:00,BTC/USDT,29559.8,29015.1,1301147212,down
12/05/2022 14:00,BTC/USDT,28201.3,29559.8,1624016899,up
12/05/2022 13:00,BTC/USDT,28494.7,28201.1,1358777707,down
12/05/2022 12:00,BTC/USDT,28460.5,28494.8,1183649763,up
12/05/2022 11:00,BTC/USDT,28590.9,28460.5,1259113779,down
12/05/2022 10:00,BTC/USDT,28043.3,28590.9,1098116247,up
12/05/2022 9:00,BTC/USDT,28080.3,28043.3,836971819.1,down
12/05/2022 8:00,BTC/USDT,28151.4,28080,1238726183,down
12/05/2022 7:00,BTC/USDT,27080.1,28151.9,2211482873,up
12/05/2022 6:00,BTC/USDT,27103.1,27079,1454097673,down
12/05/2022 5:00,BTC/USDT,27771.8,27103.1,1930770249,down
12/05/2022 4:00,BTC/USDT,28380.8,27771.9,2054208163,down
12/05/2022 3:00,BTC/USDT,28787.1,28380.9,850651211.2,down
12/05/2022 2:00,BTC/USDT,29199.7,28789.5,851138588.1,down
12/05/2022 1:00,BTC/USDT,29808.3,29199.7,819731661.5,down
12/05/2022 0:00,BTC/USDT,29077.9,29808.3,1282826458,up
11/05/2022 23:00,BTC/USDT,28837.5,29074.7,630117279.1,up
11/05/2022 22:00,BTC/USDT,29089.7,28839.2,988777274.4,down
11/05/2022 21:00,BTC/USDT,28463.8,29089.6,2126558526,up
11/05/2022 20:00,BTC/USDT,29360.5,28463.8,2008431474,down
11/05/2022 19:00,BTC/USDT,29904.3,29360.5,1188311629,down
11/05/2022 18:00,BTC/USDT,29900,29904.4,1086146662,up
11/05/2022 17:00,BTC/USDT,30323.2,29899.9,1861750754,down
11/05/2022 16:00,BTC/USDT,30971.4,30324.6,1227651676,down
11/05/2022 15:00,BTC/USDT,31814.9,30971.3,1404498743,down
11/05/2022 14:00,BTC/USDT,31223,31815.3,2307246515,up
11/05/2022 13:00,BTC/USDT,29294.6,31223,3948911235,up
11/05/2022 12:00,BTC/USDT,31517.1,29298.7,4089222369,down
11/05/2022 11:00,BTC/USDT,31835.1,31517.1,778073381.4,down
11/05/2022 10:00,BTC/USDT,31742.2,31835,1214522930,up
11/05/2022 9:00,BTC/USDT,31392.7,31742.2,1153958357,up
11/05/2022 8:00,BTC/USDT,30598.9,31395,1372089392,up
11/05/2022 7:00,BTC/USDT,30487.5,30598.9,1395774064,up
11/05/2022 6:00,BTC/USDT,31419.7,30487.4,752695530,down
11/05/2022 5:00,BTC/USDT,31200.5,31419.7,1063196699,up
11/05/2022 4:00,BTC/USDT,31190,31200.5,508082474,up
11/05/2022 3:00,BTC/USDT,31462.1,31190,527640607.5,down
11/05/2022 2:00,BTC/USDT,30762.4,31462.2,820457156.2,up
11/05/2022 1:00,BTC/USDT,31032,30762.4,388643235.4,down
11/05/2022 0:00,BTC/USDT,31002.1,31031.9,589901641.4,up
10/05/2022 23:00,BTC/USDT,30773.4,31002.1,764112073.8,up
10/05/2022 22:00,BTC/USDT,30216.6,30773.4,1372514174,up
10/05/2022 21:00,BTC/USDT,30996.5,30217.3,1035383522,down
10/05/2022 20:00,BTC/USDT,31318,30996.5,521509471.3,down
10/05/2022 19:00,BTC/USDT,31616.5,31318,565177411.8,down
10/05/2022 18:00,BTC/USDT,31675.2,31616.6,596938701.6,down
10/05/2022 17:00,BTC/USDT,31204.7,31677.1,854624643.6,up
10/05/2022 16:00,BTC/USDT,31314.3,31204.8,803578279.2,down
10/05/2022 15:00,BTC/USDT,31078.3,31314.3,1363148328,up
10/05/2022 14:00,BTC/USDT,31809.9,31078.4,2014369910,down
10/05/2022 13:00,BTC/USDT,32153.3,31809.8,1576025182,down
10/05/2022 12:00,BTC/USDT,31623.1,32153.2,987355234.6,up
10/05/2022 11:00,BTC/USDT,31303.1,31623.1,664710347.7,up
10/05/2022 10:00,BTC/USDT,31387.4,31303.1,741950906.1,down
10/05/2022 9:00,BTC/USDT,31750.1,31387.3,1106792763,down
10/05/2022 8:00,BTC/USDT,31602.8,31750.1,995494988.3,up
10/05/2022 7:00,BTC/USDT,32067.8,31603.1,1138972895,down
10/05/2022 6:00,BTC/USDT,31812.1,32067.8,1803025137,up
10/05/2022 5:00,BTC/USDT,31208.8,31812.2,1266623097,up
10/05/2022 4:00,BTC/USDT,30640.8,31208.8,909472290.6,up
10/05/2022 3:00,BTC/USDT,31032.8,30640.9,669115227.6,down
10/05/2022 2:00,BTC/USDT,30880.5,31032.8,880365277.4,up
10/05/2022 1:00,BTC/USDT,30776.6,30880.6,1705519443,up
10/05/2022 0:00,BTC/USDT,30056,30776.6,2666013019,up
09/05/2022 23:00,BTC/USDT,31084.3,30056.6,1425982381,down
